category,series-0
1,5.7
2,7.1
3,6.6
4,4.7
5,4.8
6,3.5
7,6.8
8,4.3
9,6.1
10,6.3
11,4.4
12,4.1
13,3.7
14,3.4
15,4.7
16,4.9
17,2.8
18,3
19,3.5
