category,series-0
1,1.3
2,1.4
3,1.3
4,1.2
5,1.3
6,1.8
7,1
8,1.3
9,1.5
10,1.6
11,1
12,1.2
13,1.3
14,1.6
15,2.3
16,1.1
17,1.3
18,1.8
19,1.5
