category,series-0
Cement bonded bricks/  stone,89.3
Mud bonded bricks/ stone,5.4
Bamboo,4.2
Galvanized sheet,0.5
Wood / planks,0.4
Other,0.1
Unbaked bricks,0.1
Prefabricated sheet,0.03
