category,series-0
Cement bonded bricks/  stone,93.6
Bamboo,2.2
Mud bonded bricks/ stone,2
Galvanized sheet,0.9
Wood / planks,0.8
Other,0.5
Unbaked bricks,0
Prefabricated sheet,0
