category,series-0
1,86.8
2,90.6
3,92.3
4,84.8
5,84.2
6,83.5
7,93.1
8,84.6
9,90.2
10,91.8
11,87.3
12,83.2
13,89.3
14,73.5
15,81.1
16,77.7
17,68
18,67.1
19,66.3
