category,series-0
1,11.4
2,14.5
3,12.6
4,9.7
5,10.5
6,8.3
7,13.6
8,9.3
9,12.3
10,12.8
11,9.4
12,9.5
13,9.6
14,8.4
15,10.5
16,11.3
17,7.7
18,8.2
19,8.6
